Run ID,Batch Size,Number of Hidden Neurons,Response
0,70,10,59.45699003722771
1,60,14,51.08982922402001
2,60,14,50.178573122268006
3,60,10,50.77583989015
4,60,10,50.33330761920151
5,60,14,52.79498148977309
6,70,14,57.2997362569528
7,70,14,52.997442488558185
8,60,14,74.0012882675495
9,70,14,54.39760825202551
10,70,10,51.5942600138454
11,70,14,49.84329517680122
12,60,10,54.0954834617932
13,60,10,52.309478029302205
14,70,10,61.2746194496765
15,70,10,74.2738268742019
