,loss,val_loss
0,0.6221562623977661,0.5823965072631836
1,0.5636332631111145,0.533478856086731
2,0.5161765813827515,0.4906470775604248
3,0.4710189998149872,0.4491599202156067
4,0.4345040023326874,0.41281217336654663
5,0.40445756912231445,0.38127076625823975
6,0.3723382353782654,0.3554159700870514
7,0.3474946916103363,0.3333548307418823
8,0.32500308752059937,0.3115920126438141
9,0.30820831656455994,0.2937871813774109
10,0.28882136940956116,0.2795783281326294
11,0.27550485730171204,0.26483020186424255
12,0.26409655809402466,0.2540872097015381
13,0.2549419403076172,0.24381668865680695
14,0.2433054894208908,0.2344740331172943
15,0.23429366946220398,0.22669991850852966
16,0.22874589264392853,0.21980945765972137
17,0.21999742090702057,0.21167626976966858
18,0.21314235031604767,0.20559725165367126
19,0.20593160390853882,0.20054113864898682
20,0.19997593760490417,0.19547992944717407
21,0.1935453712940216,0.18899402022361755
22,0.18951094150543213,0.18414783477783203
23,0.18189603090286255,0.17817632853984833
24,0.17531561851501465,0.1742573380470276
25,0.17237251996994019,0.16958920657634735
26,0.16735582053661346,0.16486960649490356
27,0.16424880921840668,0.16120488941669464
28,0.15920023620128632,0.15715128183364868
29,0.1551244705915451,0.1526467353105545
30,0.1522308737039566,0.1488238424062729
31,0.1471194475889206,0.1455746740102768
32,0.14503489434719086,0.14230786263942719
33,0.14117848873138428,0.13898451626300812
34,0.13750751316547394,0.13474836945533752
35,0.13553786277770996,0.13230356574058533
36,0.13071295619010925,0.1289716362953186
37,0.12848611176013947,0.12601657211780548
38,0.12626580893993378,0.1227431371808052
39,0.12341669946908951,0.11971911787986755
40,0.12121959775686264,0.11757070571184158
41,0.11893172562122345,0.11476346105337143
42,0.11551664024591446,0.11267944425344467
43,0.11279583722352982,0.11025155335664749
44,0.10992126166820526,0.10853283107280731
45,0.10697140544652939,0.10525394231081009
46,0.1066153347492218,0.10214187204837799
47,0.10448436439037323,0.10054663568735123
48,0.10142814368009567,0.09887766093015671
49,0.09958279132843018,0.0967743918299675
50,0.09806423634290695,0.09496628493070602
51,0.09548696130514145,0.09263575822114944
52,0.09280837327241898,0.09055761992931366
53,0.09194284677505493,0.08892408758401871
54,0.09018728137016296,0.08697374165058136
55,0.08710835874080658,0.08443213999271393
56,0.08624707162380219,0.0838613510131836
57,0.0849684551358223,0.08203545212745667
58,0.08326146751642227,0.08013125509023666
59,0.08149991184473038,0.07851728051900864
60,0.0782768577337265,0.07698323577642441
61,0.07802670449018478,0.07559015601873398
62,0.07695204019546509,0.07424633949995041
63,0.07539127767086029,0.07284558564424515
64,0.07361406832933426,0.07122703641653061
65,0.07213031500577927,0.06994900852441788
66,0.07100285589694977,0.06891673803329468
67,0.06965967267751694,0.06730803847312927
68,0.06820126622915268,0.06572199612855911
69,0.0672173723578453,0.06456796824932098
70,0.06598689407110214,0.06317591667175293
71,0.06477055698633194,0.062486082315444946
72,0.06313883513212204,0.06108323112130165
73,0.062474437057971954,0.05982581898570061
74,0.06054919958114624,0.05917090177536011
75,0.05992736294865608,0.05844200775027275
76,0.059972766786813736,0.05709363520145416
77,0.05898784101009369,0.05573876202106476
78,0.05755188688635826,0.05471339076757431
79,0.05624591186642647,0.053948502987623215
80,0.05506645515561104,0.052911385893821716
81,0.05456138029694557,0.051815420389175415
82,0.053801894187927246,0.05132672190666199
83,0.05283709615468979,0.050248753279447556
84,0.052462052553892136,0.049533333629369736
85,0.051426902413368225,0.04877351596951485
86,0.050335973501205444,0.04786960408091545
87,0.04959844797849655,0.04719984158873558
88,0.04900093376636505,0.04645143449306488
89,0.04842543974518776,0.046079348772764206
90,0.04775097221136093,0.045103300362825394
91,0.04712369665503502,0.04473954439163208
92,0.04662995785474777,0.04415092244744301
93,0.04580783471465111,0.04347648471593857
94,0.04529977962374687,0.04294396564364433
95,0.0444653294980526,0.04223132133483887
96,0.04394552484154701,0.04183163866400719
97,0.04286738112568855,0.04122201353311539
98,0.043027184903621674,0.04055970907211304
99,0.04185762256383896,0.04010625183582306
100,0.041761934757232666,0.03941100835800171
101,0.041059620678424835,0.03893694654107094
102,0.04018903523683548,0.03831850364804268
103,0.039630427956581116,0.03766236826777458
104,0.03906631842255592,0.03734219819307327
105,0.038702063262462616,0.036835961043834686
106,0.03855058550834656,0.036262817680835724
107,0.03759799525141716,0.03606613352894783
108,0.03719053044915199,0.03543658182024956
109,0.03673594444990158,0.034926995635032654
110,0.03637368604540825,0.03522523120045662
111,0.03649318963289261,0.03456374630331993
112,0.03557896241545677,0.03373221307992935
113,0.03517161309719086,0.03356926515698433
114,0.034911468625068665,0.03337358683347702
115,0.0346761979162693,0.03286376968026161
116,0.03459444269537926,0.0325709730386734
117,0.03396309167146683,0.03229924663901329
118,0.033493522554636,0.03168284893035889
119,0.0331207811832428,0.03139299899339676
120,0.03321348875761032,0.03152276203036308
121,0.03270099684596062,0.03144179657101631
122,0.03244120255112648,0.030967095866799355
123,0.03219391405582428,0.03092709183692932
124,0.03152276575565338,0.030349887907505035
125,0.03189032897353172,0.03041844256222248
126,0.030920526012778282,0.029943984001874924
127,0.03131052851676941,0.02983040362596512
128,0.030612140893936157,0.02954721264541149
129,0.03048272244632244,0.029149342328310013
130,0.030164064839482307,0.029263822361826897
131,0.03044932521879673,0.028904257342219353
132,0.03011360764503479,0.02880079299211502
133,0.029564907774329185,0.02855096384882927
134,0.029526827856898308,0.028757929801940918
135,0.029766026884317398,0.028470180928707123
136,0.02932269498705864,0.028090624138712883
137,0.029127415269613266,0.02786971814930439
138,0.02906249649822712,0.027759211137890816
139,0.02849523536860943,0.027802780270576477
140,0.02887894958257675,0.027730263769626617
141,0.028622284531593323,0.02742610312998295
