,loss,val_loss
0,4.926995277404785,3.2700347900390625
1,4.315239429473877,3.028048515319824
2,4.159788131713867,2.8348562717437744
3,3.922182321548462,2.7085251808166504
4,3.6666531562805176,2.540714740753174
5,3.582313060760498,2.3883798122406006
6,3.2537848949432373,2.274601936340332
7,3.1861634254455566,2.159393310546875
8,2.992137908935547,2.0649755001068115
9,3.1241540908813477,1.9694801568984985
10,2.9611318111419678,1.8826144933700562
11,2.720543622970581,1.8037559986114502
12,2.676222085952759,1.73124361038208
13,2.6951422691345215,1.6795971393585205
14,2.4301631450653076,1.61458158493042
15,2.4114320278167725,1.5583863258361816
16,2.356477737426758,1.52802574634552
17,2.2456579208374023,1.4791942834854126
18,2.320768356323242,1.4314359426498413
19,2.2133495807647705,1.4034438133239746
20,2.225088357925415,1.3747068643569946
21,2.152170419692993,1.3205736875534058
22,2.055417537689209,1.289759635925293
23,1.9870837926864624,1.2651077508926392
24,2.0434696674346924,1.2438157796859741
25,1.947226881980896,1.2122950553894043
26,1.9696528911590576,1.1808407306671143
27,1.8761894702911377,1.1432132720947266
28,1.9464548826217651,1.1044260263442993
29,1.8229129314422607,1.0730836391448975
30,1.7725764513015747,1.0544737577438354
31,1.8599320650100708,1.0407665967941284
32,1.6899452209472656,1.0057586431503296
33,1.6543036699295044,0.9886173605918884
34,1.6664602756500244,0.973865807056427
35,1.667345404624939,0.9476694464683533
36,1.6665184497833252,0.9092852473258972
37,1.5610917806625366,0.8852205276489258
38,1.4783469438552856,0.8788074851036072
39,1.5342117547988892,0.8643537163734436
40,1.5082194805145264,0.845480740070343
41,1.459420084953308,0.8120373487472534
42,1.46913743019104,0.8072629570960999
43,1.4381909370422363,0.7928852438926697
44,1.4049025774002075,0.7643987536430359
45,1.4129096269607544,0.7433646321296692
46,1.357541799545288,0.7309556007385254
47,1.3305842876434326,0.729569137096405
48,1.3224141597747803,0.7136902213096619
49,1.3526514768600464,0.7005627751350403
50,1.320369005203247,0.684141993522644
51,1.2056127786636353,0.683668315410614
52,1.2537686824798584,0.6544237732887268
53,1.1718858480453491,0.6436775326728821
54,1.1799862384796143,0.6267870664596558
55,1.1461431980133057,0.618820071220398
56,1.2080166339874268,0.6117395758628845
57,1.1408522129058838,0.6038391590118408
58,1.2460718154907227,0.5995036363601685
59,1.1295194625854492,0.5808464884757996
60,1.1048905849456787,0.5799652338027954
61,1.1198984384536743,0.5666397213935852
62,1.0945405960083008,0.5550940632820129
63,1.1290020942687988,0.5345950722694397
64,1.0314399003982544,0.526452362537384
