Run ID,Batch Size,Number of Hidden Neurons,Response
0,70,10,2119.8415117847944
1,60,14,3641.4640995147993
2,70,14,1597.4891625340815
3,60,14,2077.132447924263
4,60,14,1871.11721554852
5,60,10,3314.3730973889565
6,60,10,2294.923138701531
7,70,14,2315.11359695672
8,70,10,1394.12272355165
9,60,10,4590.747328338894
10,70,10,2549.347852493785
11,60,14,2771.1022690919126
12,70,10,1664.3329110056889
13,60,10,2767.739118400332
14,70,14,2143.890132332678
15,70,14,2378.4014315275954
