Run ID,Batch Size,Number of Hidden Neurons,Response
0,61,10,46.881109223325005
1,68,10,53.016949031554
2,61,13,49.971943831289
3,68,13,54.4166880743397
4,65,12,50.9715025475384
5,65,12,69.18047375093
6,65,12,49.29991841845139
7,65,12,53.57230687036151
8,60,12,52.80398215647651
9,70,12,49.3207203277408
10,65,10,49.9741410035965
11,65,14,47.766812353379
12,65,12,49.41608950328649
13,65,12,50.7816418611998
14,65,12,47.89807340812779
15,65,12,48.27140243716501
