Run ID,Batch Size,Number of Hidden Neurons
0,59,6
1,66,6
2,59,9
3,66,9
4,63,8
5,63,8
6,63,8
7,63,8
8,58,8
9,68,8
10,63,6
11,63,10
12,63,8
13,63,8
14,63,8
15,63,8
