Run ID,Batch Size,Number of Hidden Neurons,Response
0,60,14,86.1927096256858
1,60,10,61.29266665475701
2,70,14,1193.046334418455
3,60,10,710.9371569625558
4,70,10,1615.129626094666
5,70,10,1522.6911320266054
6,70,10,2095.629470887545
7,60,10,64.6225607633132
8,70,14,109.5689733786526
9,60,10,72.59583136717401
10,70,14,69.567049659283
11,70,14,98.5140084331816
12,70,10,71.999824273897
13,60,14,72.2625145607007
14,60,14,69.44300473843101
15,60,14,74.72362147237901
