Run ID,Batch Size,Number of Hidden Neurons,Response
0,70,14,73.337096949501
1,70,10,63.087590386313
2,70,14,73.98728664128144
3,70,10,73.4088963403025
4,60,14,74.6981449211537
5,60,10,67.46982395799851
6,60,14,93.48015289989672
7,70,14,77.23098128990357
8,60,10,65.750254586603
9,70,14,63.7836219364132
10,70,10,66.66216595009598
11,60,10,72.970349996316
12,60,14,67.47692487834202
13,70,10,65.48831829973007
14,60,14,104.875388716128
15,60,10,68.77930336763501
