Run ID,Batch Size,Number of Hidden Neurons,Response
0,59,8,58.43490180688621
1,66,8,55.4431333593644
2,59,11,60.534698538127614
3,66,11,55.23885811620351
4,63,10,78.0601488431568
5,63,10,58.58243438443141
6,63,10,64.08004866594209
7,63,10,61.2437021417245
8,58,10,58.33880421486592
9,68,10,61.7392510913913
10,63,8,60.76915197712111
11,63,12,79.6900831494664
12,63,10,64.35290560256115
13,63,10,77.088811894774
14,63,10,57.764275441899
15,63,10,62.75064992975621
