Run ID,Batch Size,Number of Hidden Neurons,Response
0,60,14,52.04698784933521
1,70,14,62.3780467647186
2,60,10,54.120865010974
3,60,14,52.655036647205804
4,60,10,55.704355212788414
5,70,10,54.5980737062741
6,70,14,63.029213651346
7,70,10,56.578545558492
8,60,10,53.2909834647208
9,70,14,67.82632284435101
10,70,10,61.66082702916998
11,60,14,59.147300091037
12,70,14,51.6459681951149
13,60,10,57.47762900307861
14,70,10,55.1341474248895
15,60,14,53.758975373174
