Run ID,Batch Size,Number of Hidden Neurons,Response
0,70,14,55.06744268230771
1,70,10,64.5570556633585
2,60,14,47.88362202647839
3,60,10,51.5995671935508
4,70,14,59.4919636962825
5,70,14,60.340680781325
6,60,14,93.403952105015
7,70,10,54.730454542888
8,60,10,47.00922308673201
9,60,14,59.17725889479101
10,70,14,60.4258861038133
11,60,10,58.874445483694
12,70,10,57.676225736563
13,70,10,76.6494835768634
14,60,14,60.661560230899
15,60,10,53.6771559564458
