Run ID,Batch Size,Number of Hidden Neurons,Response
0,60,8,33.42250255987407
1,67,8,45.2622479060866
2,60,11,67.8750852182958
3,67,11,41.6129014152642
4,64,10,49.467359763385794
5,64,10,50.2080953935373
6,64,10,47.50982263885161
7,64,10,38.4946801463148
8,59,10,73.16841744001862
9,69,10,51.0969271899466
10,64,8,37.0804270401478
11,64,12,59.85986946417841
12,64,10,57.350026994064606
13,64,10,41.75341743868481
14,64,10,36.6155213858447
15,64,10,40.245925366699
