BTCUSD:open,BTCUSD:high,BTCUSD:low,BTCUSD:close,BTCUSD:tick_volume,BTCUSD:spread,BTCUSD:real_volume,BTCUSD:weekday,BTCUSD:hour,BTCUSD:minute,BTCUSD:return,BTCUSD:upper_shadow,BTCUSD:lower_shadow,ETHUSD:open,ETHUSD:high,ETHUSD:low,ETHUSD:close,ETHUSD:tick_volume,ETHUSD:spread,ETHUSD:real_volume,ETHUSD:weekday,ETHUSD:hour,ETHUSD:minute,ETHUSD:return,ETHUSD:upper_shadow,ETHUSD:lower_shadow,BCHUSD:open,BCHUSD:high,BCHUSD:low,BCHUSD:close,BCHUSD:tick_volume,BCHUSD:spread,BCHUSD:real_volume,BCHUSD:weekday,BCHUSD:hour,BCHUSD:minute,BCHUSD:return,BCHUSD:upper_shadow,BCHUSD:lower_shadow,LTCUSD:open,LTCUSD:high,LTCUSD:low,LTCUSD:close,LTCUSD:tick_volume,LTCUSD:spread,LTCUSD:real_volume,LTCUSD:weekday,LTCUSD:hour,LTCUSD:minute,LTCUSD:return,LTCUSD:upper_shadow,LTCUSD:lower_shadow,RPLUSD:open,RPLUSD:high,RPLUSD:low,RPLUSD:close,RPLUSD:tick_volume,RPLUSD:spread,RPLUSD:real_volume,RPLUSD:weekday,RPLUSD:hour,RPLUSD:minute,RPLUSD:return,RPLUSD:upper_shadow,RPLUSD:lower_shadow
41843.8,41855.3,41644.06,41644.06,4278,9.5,0,2,1,0,-0.0047734670369327,0.00027483163575,0.0,2880.87,2882.23,2847.0,2848.81,6235,4.2,0,2,1,0,-0.0111285826850916,0.0004720796148386,0.0006357569371267,482.45,483.03,478.45,478.7,1407,4.05,0,2,1,0,-0.0077728261996061,0.0012021971188723,0.0005225206395652,142.75,142.82,141.12,141.14,1147,3.0,0,2,1,0,-0.0112784588441331,0.0004903677758318,0.0001417233560089,0.9168,0.9169,0.9091,0.9091,503,0.0027,0,2,1,0,-0.0083987783595112,0.0001090750436301,0.0
41643.56,41766.26,41561.56,41571.56,2210,9.5,0,2,1,30,-0.0017289588113984,0.0029464339744249,0.0002406069454563,2847.02,2857.87,2827.32,2832.03,5997,4.2,0,2,1,30,-0.0052651544421885,0.0038110023814374,0.0016658885446288,478.7,480.31,475.96,476.36,1050,4.05,0,2,1,30,-0.0048882389805723,0.0033632755379152,0.0008404067568703,141.14,141.66,140.2,140.41,889,3.0,0,2,1,30,-0.0051721694771148,0.003684285106986,0.0014978601997147,0.9091,0.9124,0.9049,0.9054,389,0.0026,0,2,1,30,-0.004069959300407,0.0036299637003629,0.0005525472427891
41571.56,41690.74,41453.33,41555.74,1744,9.5,0,2,2,0,-0.0003805486250696,0.0028668637886093,0.0024704891018404,2832.03,2847.51,2828.44,2837.76,5711,4.01,0,2,2,0,0.0020232836516562,0.0034358085250338,0.001269250894486,476.37,479.73,476.0,478.94,1292,4.05,0,2,2,0,0.0053949660977811,0.0016494759260033,0.0007773109243697,140.4,141.28,140.29,141.01,662,3.0,0,2,2,0,0.0043447293447292,0.0019147578185944,0.0007840900990805,0.9054,0.9085,0.9023,0.9065,527,0.0026,0,2,2,0,0.0012149326264634,0.0022062879205736,0.0034356644131663
41555.74,41557.51,40851.5,41023.03,4985,9.5,0,2,2,30,-0.0128191677010203,4.259339383690616e-05,0.0041988666266844,2837.76,2837.92,2779.62,2802.71,7416,4.2,0,2,2,30,-0.0123512911592242,5.638249887229874e-05,0.008306890869975,478.94,479.05,469.53,472.11,2216,4.05,0,2,2,30,-0.0142606589551926,0.0002296738631144,0.0054948565586864,141.01,141.01,138.5,139.0,1471,3.0,0,2,2,30,-0.0142543082050917,0.0,0.003610108303249,0.9065,0.9066,0.8884,0.891,1269,0.0025,0,2,2,30,-0.0170987313844456,0.0001103143960286,0.0029266096352994
41022.53,41451.99,40734.11,41345.98,6888,9.5,0,2,3,0,0.0078846916560242,0.002563973571312,0.007080552392086,2802.71,2835.69,2786.92,2830.61,7825,4.2,0,2,3,0,0.0099546510341776,0.0017946661673631,0.0056657528741406,472.12,477.45,468.5,476.55,2427,4.05,0,2,3,0,0.0093832076590697,0.0018885741265344,0.007726787620064,138.85,140.7,138.2,140.3,2187,3.0,0,2,3,0,0.0104429240187253,0.0028510334996434,0.0047033285094066,0.891,0.8997,0.8845,0.8976,1530,0.0028,0,2,3,0,0.0074074074074073,0.0023395721925134,0.0073487846240814
41345.98,41763.6,41239.48,41593.49,6231,9.5,0,2,3,30,0.005986313542453,0.0040898227102366,0.0025824767916569,2830.61,2857.85,2821.21,2842.17,7529,4.2,0,2,3,30,0.0040839253729761,0.0055169113740556,0.003331903686716,475.75,481.54,473.57,476.46,2281,4.19,0,2,3,30,0.0014923804519179,0.0106619653276246,0.0046033321367485,140.32,141.77,139.89,140.79,1423,3.0,0,2,3,30,0.0033494868871151,0.0069607216421622,0.0030738437343627,0.8976,0.9057,0.8949,0.9003,1172,0.0028,0,2,3,30,0.0030080213903743,0.0059980006664444,0.0030170968823331
41593.49,41855.23,41521.37,41653.52,4998,9.5,0,2,4,0,0.0014432547016371,0.0048425679270324,0.0017369369074285,2841.47,2868.86,2833.99,2851.34,7199,4.2,0,2,4,0,0.0034735541814625,0.006144479437738,0.0026393882829508,476.49,481.39,475.29,478.95,1933,4.05,0,2,4,0,0.0051627526285965,0.0050944775028708,0.0025247743482925,140.79,142.36,140.49,141.6,1091,3.0,0,2,4,0,0.0057532495205625,0.0053672316384182,0.0021353833013024,0.9003,0.9101,0.898,0.9045,1088,0.0027,0,2,4,0,0.0046651116294568,0.0061912658927584,0.0025612472160356
41653.02,41653.02,41319.14,41548.95,4279,9.5,0,2,4,30,-0.0024984983081658,0.0,0.0055618292152256,2851.34,2852.96,2827.31,2849.88,6999,4.2,0,2,4,30,-0.0005120399531448,0.0005681539206127,0.0079828529591732,478.95,478.95,472.89,475.29,2100,4.05,0,2,4,30,-0.0076417162543062,0.0,0.0050751760451691,141.6,141.61,140.03,140.96,1062,3.0,0,2,4,30,-0.0045197740112993,7.062146892669016e-05,0.0066414339784332,0.9045,0.9045,0.8966,0.9008,848,0.0026,0,2,4,30,-0.004090657822001,0.0,0.0046843631496766
41548.45,41889.03,41544.4,41858.45,3746,9.5,0,2,5,0,0.0074611688281993,0.0007305573904433,9.748606310346604e-05,2849.22,2877.57,2848.46,2875.52,6936,4.2,0,2,5,0,0.0092305964439391,0.0007129145337191,0.000266810838137,475.3,481.74,475.3,481.74,1542,4.05,0,2,5,0,0.0135493372606774,0.0,0.0,140.92,143.11,140.92,142.67,1027,3.0,0,2,5,0,0.0124183934147033,0.0030840400925213,0.0,0.9008,0.9079,0.9006,0.9077,637,0.0026,0,2,5,0,0.0076598579040851,0.0002203371157872,0.0002220741727738
41862.95,41890.26,41684.13,41707.43,3646,9.5,0,2,5,30,-0.0037149794746905,0.0006523668303357,0.0005589657262848,2875.63,2879.96,2862.93,2866.18,6819,4.2,0,2,5,30,-0.0032862364073264,0.0015057569993357,0.0011352006510812,481.77,483.89,480.92,481.54,1244,4.05,0,2,5,30,-0.000477406231189,0.0044004400440044,0.0012891957082259,142.67,143.11,142.07,142.13,1039,3.0,0,2,5,30,-0.0037849582953668,0.0030840400925213,0.0004223270218906,0.9077,0.9091,0.905,0.9066,658,0.0027,0,2,5,30,-0.0012118541368293,0.0015423598105101,0.0017679558011049
41707.93,41816.11,41612.18,41770.76,4256,9.5,0,2,6,0,0.0015064281540705,0.0010856876915813,0.0023010089834274,2866.18,2872.89,2848.89,2860.59,6416,4.2,0,2,6,0,-0.0019503311027219,0.0023410951161476,0.0041068626728305,481.54,482.35,478.43,479.91,1741,4.05,0,2,6,0,-0.0033849732109481,0.0016821032520662,0.0030934514976067,142.13,142.41,141.55,142.16,664,3.0,0,2,6,0,0.0002110743685358,0.0017585818795723,0.0040974920522782,0.9066,0.9077,0.903,0.9054,433,0.0026,0,2,6,0,-0.00132362673726,0.001213324509155,0.00265780730897
41770.76,42249.82,41752.51,42197.57,5603,9.5,0,2,6,30,0.0102179132005258,0.0012382229592841,0.0004370994701875,2860.69,2896.14,2859.38,2893.89,7299,4.2,0,2,6,30,0.0116055916579565,0.0007775001814167,0.0004581412753813,479.94,484.87,479.85,484.21,2086,4.05,0,2,6,30,0.0088969454515147,0.0013630449598315,0.0001875586120662,142.16,143.23,142.07,142.86,837,3.0,0,2,6,30,0.0049240292628025,0.0025899482010358,0.0006334905328359,0.9054,0.9147,0.9051,0.9135,745,0.0026,0,2,6,30,0.0089463220675944,0.0013136288998357,0.0003314550878355
42197.57,42455.44,42119.1,42264.03,5409,9.5,0,2,7,0,0.0015749722081152,0.0045289102813906,0.0018630502551099,2893.89,2927.66,2887.41,2908.21,7457,4.2,0,2,7,0,0.0049483567101721,0.0066879626987046,0.0022442257940507,484.21,487.98,484.1,486.92,2071,4.05,0,2,7,0,0.0055967452138535,0.0021769489854596,0.0002272257797974,142.88,144.06,142.78,143.44,1028,3.0,0,2,7,0,0.0039193729003359,0.0043223647518126,0.0007003782042302,0.9135,0.92,0.912,0.9181,816,0.0027,0,2,7,0,0.0050355774493706,0.0020694913408125,0.0016447368421052
42264.03,42336.46,42169.47,42243.47,2890,9.5,0,2,7,30,-0.0004864656777878,0.0017137504397947,0.0017548240468756,2908.21,2916.03,2900.98,2906.41,6563,4.13,0,2,7,30,-0.0006189374219881,0.002688939244415,0.0018717812601258,486.93,488.88,483.48,484.77,1223,4.05,0,2,7,30,-0.0044359558868831,0.0040046823978805,0.0026681558699428,143.44,143.97,143.31,143.54,525,3.0,0,2,7,30,0.000697155605131,0.0029956806465097,0.0009071244156025,0.9181,0.9231,0.9155,0.9183,530,0.0027,0,2,7,30,0.0002178411937697,0.0052270499836654,0.0028399781540142
42243.47,42289.7,41990.34,42111.86,3922,9.5,0,2,8,0,-0.0031155111073972,0.0010943703251649,0.0028939989530926,2906.41,2915.9,2886.03,2896.97,6923,4.2,0,2,8,0,-0.0032479932287598,0.0032651965827258,0.0037906743866139,484.77,486.2,480.89,481.99,1673,4.05,0,2,8,0,-0.0057346783010499,0.0029498525073746,0.0022874253987398,143.54,143.76,142.53,142.75,824,3.0,0,2,8,0,-0.0055036923505642,0.0015326738191444,0.0015435346944502,0.9183,0.9191,0.9139,0.9149,364,0.0027,0,2,8,0,-0.0037024937384296,0.0008711749972776,0.0010942116205274
42102.36,42301.01,42004.36,42294.26,3564,9.5,0,2,8,30,0.0045579392699126,0.0001595961248642,0.0023330911362534,2896.36,2909.24,2890.3,2907.77,6426,4.2,0,2,8,30,0.0039394274192434,0.0005055420476859,0.0020966681659343,481.99,484.37,481.25,484.15,859,4.05,0,2,8,30,0.0044814207763645,0.0004544046266653,0.0015376623376623,142.75,143.32,142.53,143.29,507,3.0,0,2,8,30,0.0037828371278458,0.0002093656221648,0.0015435346944502,0.9149,0.9186,0.9126,0.9186,243,0.0025,0,2,8,30,0.0040441578314569,0.0,0.002520271751041
42294.26,42364.85,42118.61,42169.69,3271,9.5,0,2,9,0,-0.0029453169295313,0.0016690208080244,0.0012127655684744,2907.77,2917.26,2898.0,2903.25,6448,4.09,0,2,9,0,-0.0015544558200958,0.0032636694098915,0.0018115942028985,484.15,485.38,482.77,483.92,881,4.05,0,2,9,0,-0.0004750593824227,0.0025405349581741,0.0023820867079562,143.29,143.93,142.97,143.42,610,3.0,0,2,9,0,0.0009072510293809,0.0035559894017572,0.0022382317968804,0.9186,0.9223,0.9145,0.9162,540,0.0026,0,2,9,0,-0.0026126714565642,0.0040278684955367,0.0018589393110989
42169.69,42453.3,42166.26,42443.88,3710,9.5,0,2,9,30,0.0065020634488893,0.00022194012423,8.134465802753887e-05,2903.25,2928.9,2902.69,2925.98,6384,4.06,0,2,9,30,0.0078291569792474,0.0009979562403024,0.000192924494176,483.93,487.85,483.88,487.42,916,4.05,0,2,9,30,0.0072117868286735,0.0008821960526855,0.0001033314044804,143.42,144.77,143.3,144.45,851,3.0,0,2,9,30,0.0071817040859015,0.0022152994115612,0.0008374040474527,0.9162,0.9247,0.916,0.9234,603,0.0026,0,2,9,30,0.0078585461689587,0.0014078405891271,0.0002183406113536
42443.88,42485.02,42335.01,42462.04,2409,9.5,0,2,10,0,0.0004278590929953,0.0005411892598658,0.0025716304307001,2925.7,2927.96,2916.7,2926.3,5092,4.2,0,2,10,0,0.000205079126363,0.0005672692478556,0.0030856790208111,487.46,488.04,486.44,487.64,938,4.05,0,2,10,0,0.0003692610675747,0.0008202772537118,0.0020968670339609,144.46,144.59,144.16,144.49,425,3.0,0,2,10,0,0.0002076699432368,0.0006920894179527,0.0020810210876804,0.9234,0.9246,0.9216,0.9244,203,0.0026,0,2,10,0,0.0010829542993285,0.0002163565556036,0.001953125
42462.04,42472.14,42335.83,42442.47,2123,9.5,0,2,10,30,-0.0004608822374054,0.0002378595093405,0.0025189065621247,2926.47,2927.16,2912.76,2921.85,4605,4.06,0,2,10,30,-0.001578693784662,0.0002357789418651,0.0031207514522307,487.64,488.02,483.94,487.1,734,4.05,0,2,10,30,-0.0011073742925107,0.0007792633910261,0.006529735091127,144.49,144.5,144.02,144.42,276,3.0,0,2,10,30,-0.0004844625925671,6.9208941795217e-05,0.0027773920288847,0.9244,0.9244,0.9218,0.924,116,0.0027,0,2,10,30,-0.0004327131112072,0.0,0.0023866348448688
42442.47,42463.79,42183.37,42357.87,2916,9.5,0,2,11,0,-0.0019932864416231,0.0005023270323334,0.0041367012640289,2922.04,2927.0,2904.7,2913.73,5497,4.2,0,2,11,0,-0.0028439035742152,0.0016974442512765,0.0031087547767412,487.1,487.32,481.82,485.02,1367,4.05,0,2,11,0,-0.0042701703962226,0.0004516526380619,0.006641484371757,144.42,144.5,143.45,144.03,515,3.0,0,2,11,0,-0.0027004570004153,0.0005539398975212,0.0040432206343674,0.924,0.9243,0.9174,0.9212,235,0.0028,0,2,11,0,-0.003030303030303,0.0003246753246752,0.0041421408327883
42357.87,42472.55,42208.77,42364.81,1400,9.5,0,2,11,30,0.0001638420439931,0.0025431484290854,0.0035324412438459,2913.73,2923.76,2905.47,2915.56,4407,4.2,0,2,11,30,0.0006280609390711,0.002812495712659,0.0028429135389455,485.06,486.95,482.95,485.74,1029,4.05,0,2,11,30,0.001401888426174,0.0024910445917568,0.0043689822963039,144.03,144.41,143.63,144.14,386,3.0,0,2,11,30,0.0007637297785182,0.0018731788538921,0.0027849335097124,0.9212,0.9232,0.9178,0.9206,219,0.0026,0,2,11,30,-0.000651324359531,0.0021710811984368,0.0030507735890172
42364.81,42364.81,42127.33,42227.76,3705,9.5,0,2,12,0,-0.0032349962150189,0.0,0.0023839630947415,2915.56,2915.87,2891.38,2904.37,6748,4.11,0,2,12,0,-0.0038380276859334,0.0001063260574297,0.0044926644024651,485.75,485.75,480.65,482.41,1338,4.07,0,2,12,0,-0.0068759650025732,0.0,0.0036617081036097,144.14,144.14,143.01,143.97,1004,3.0,0,2,12,0,-0.001179408908006,0.0,0.0067128172855045,0.9206,0.9206,0.9153,0.9173,703,0.0026,0,2,12,0,-0.0035846187269171,0.0,0.0021850759313886
42216.26,42300.16,42114.64,42238.23,2707,9.5,0,2,12,30,0.000520415593423,0.0014662072724164,0.0024129376387879,2904.37,2913.08,2896.48,2908.32,6327,4.2,0,2,12,30,0.001360019556737,0.001636683721186,0.0027239960227586,482.41,482.63,479.39,481.12,994,4.05,0,2,12,30,-0.002674073920524,0.0004560436143528,0.003608752790004,143.97,143.99,143.37,143.72,707,3.0,0,2,12,30,-0.0017364728762936,0.0001389178301035,0.0024412359628931,0.9173,0.9179,0.9143,0.9166,435,0.0025,0,2,12,30,-0.0007631091246048,0.0006540935353756,0.0025155856939734
42238.23,42468.68,42128.17,42341.19,5334,9.5,0,2,13,0,0.0024376021438398,0.0030110159870329,0.0026125037000184,2908.22,2947.47,2904.82,2925.16,7536,4.03,0,2,13,0,0.005824868820103,0.0076269332275841,0.0011704683939106,481.15,489.15,480.57,486.42,2160,4.05,0,2,13,0,0.0109529252831758,0.0056124336992721,0.0012069001394177,143.72,145.73,143.58,145.35,1373,3.0,0,2,13,0,0.0113414973559699,0.0026143790849672,0.0009750661652039,0.9166,0.9264,0.9158,0.9219,804,0.0028,0,2,13,0,0.0057822387082697,0.0048812235600389,0.0008735531775497
42341.19,42496.01,42264.32,42433.17,3903,9.5,0,2,13,30,0.0021723527373698,0.0014809169336159,0.0018187918319755,2925.13,2937.21,2917.62,2925.69,7052,4.2,0,2,13,30,0.0001914444828092,0.0039375326845974,0.0025740158074047,486.42,492.65,485.71,490.15,1394,4.05,0,2,13,30,0.007668270219152,0.0051004794450678,0.0014617776039201,145.36,146.42,145.18,146.12,779,3.0,0,2,13,30,0.0052283984589982,0.0020531070353133,0.0012398401983744,0.9219,0.9294,0.9205,0.9284,476,0.0028,0,2,13,30,0.0070506562533896,0.0010771219302024,0.0015209125475285
42426.75,42449.17,42229.77,42328.26,3757,9.5,0,2,14,0,-0.0023214127879226,0.0005284401939813,0.0023322409759751,2925.69,2927.9,2911.23,2922.18,6876,4.2,0,2,14,0,-0.0011997169898383,0.0007553773639722,0.0037612967714676,490.16,491.05,486.56,490.45,1299,4.05,0,2,14,0,0.0005916435449648,0.0012233662962585,0.007398881946728,146.12,146.62,145.44,146.33,853,3.0,0,2,14,0,0.0014371749247194,0.0019818219093828,0.0046754675467547,0.9284,0.9295,0.9236,0.926,701,0.0026,0,2,14,0,-0.0025850926324859,0.0011848341232227,0.0025985275010827
42319.76,42425.49,42209.2,42397.01,2671,9.5,0,2,14,30,0.0018253884237528,0.0006717454839385,0.0026193341735926,2922.19,2935.63,2913.16,2931.5,6016,4.2,0,2,14,30,0.0031859666893665,0.0014088350673716,0.0030997267571984,490.46,491.66,487.99,490.6,1046,4.05,0,2,14,30,0.0002854463157037,0.0021606196494088,0.0050615791307198,146.33,146.59,145.66,146.22,941,3.0,0,2,14,30,-0.0007517255518349,0.0017768058497915,0.0038445695455169,0.926,0.9267,0.9216,0.9241,758,0.0027,0,2,14,30,-0.0020518358531317,0.0007559395248379,0.0027126736111111
42397.26,42589.26,42129.09,42191.57,4278,9.5,0,2,15,0,-0.0048514927615605,0.0045285945365337,0.0014830607544573,2931.5,2947.81,2916.88,2920.93,7179,4.14,0,2,15,0,-0.0036056626300529,0.0055637045880948,0.0013884698719178,490.55,495.53,489.18,489.77,1868,4.05,0,2,15,0,-0.0015900519824687,0.0101518703496075,0.0012061000040884,146.17,148.7,146.1,146.59,1477,3.0,0,2,15,0,0.0028733666278991,0.0143938877140322,0.000479123887748,0.9241,0.9297,0.9214,0.9231,1121,0.0026,0,2,15,0,-0.0010821339681852,0.0060599502218373,0.0018450184501845
42191.57,42266.25,41822.79,42025.73,4270,9.5,0,2,15,30,-0.0039306430170765,0.0017700218313753,0.0048523783324833,2921.07,2928.47,2888.33,2907.28,7224,4.2,0,2,15,30,-0.0047208728308462,0.0025333182703597,0.0065608846634561,489.77,491.4,484.84,486.93,2392,4.05,0,2,15,30,-0.0057986401780427,0.0033280927782428,0.0043107004372577,146.59,147.16,145.35,146.22,1139,3.0,0,2,15,30,-0.0025240466607545,0.0038883962071082,0.0059855521155831,0.9231,0.9258,0.9158,0.9213,1597,0.0027,0,2,15,30,-0.0019499512512187,0.0029249268768279,0.0060056780956541
42025.73,42172.76,41875.13,42033.32,3722,9.5,0,2,16,0,0.0001806036444815,0.0033173682212112,0.0035964067454836,2907.48,2922.88,2897.88,2903.67,7870,4.2,0,2,16,0,-0.0013104131412769,0.0052966830382324,0.0019980123400554,486.93,493.67,486.53,489.48,2012,4.09,0,2,16,0,0.0052368923664592,0.0085601046008008,0.0008221486855898,146.22,147.69,145.92,146.36,1756,3.0,0,2,16,0,0.0009574613595952,0.0090871822902431,0.0020559210526316,0.9213,0.9905,0.9213,0.9598,3557,0.0031,0,2,16,0,0.0417887767285357,0.0319858303813295,0.0
42032.82,42189.44,41877.56,42125.94,4378,9.5,0,2,16,30,0.0022154116711655,0.0015073847610284,0.0037074748385532,2903.45,2917.91,2890.89,2913.91,7758,4.2,0,2,16,30,0.0036026106872858,0.0013727259935962,0.0043446827793516,489.48,491.47,486.47,490.83,1857,4.05,0,2,16,30,0.0027580289286589,0.0013039137787014,0.0061874319074146,146.36,147.29,145.86,147.08,1704,3.0,0,2,16,30,0.0049193768789286,0.0014277943976066,0.0034279446044151,0.9593,0.9629,0.9455,0.9534,1509,0.0027,0,2,16,30,-0.0061503179401647,0.0037527363702699,0.0083553675304072
42123.44,42260.53,42098.32,42182.51,3931,9.5,0,2,17,0,0.0014023071240145,0.0018495817342305,0.0005966983955654,2914.41,2930.77,2910.14,2923.93,6997,4.2,0,2,17,0,0.0032665273588822,0.0023393172887176,0.0014672833609379,490.83,493.37,490.24,492.0,1285,4.05,0,2,17,0,0.0023837173766884,0.0027845528455284,0.0012034921671017,147.08,148.25,146.59,147.78,1083,3.0,0,2,17,0,0.004759314658689,0.0031804033022059,0.0033426563885668,0.9534,0.9638,0.952,0.9587,1229,0.0028,0,2,17,0,0.0055590518145583,0.0053197037655157,0.0014705882352941
42182.75,42263.91,42021.77,42197.96,3465,9.5,0,2,17,30,0.000360573931287,0.0015628717596775,0.0038308714744762,2923.93,2927.95,2908.7,2921.87,6287,4.2,0,2,17,30,-0.0007045312302277,0.0013748619152989,0.0045277959225771,492.0,492.22,488.33,490.48,1173,4.05,0,2,17,30,-0.0030894308943089,0.0004471544715447,0.0044027604283988,147.78,147.82,146.91,147.61,830,3.0,0,2,17,30,-0.0011503586412233,0.0002706726214642,0.0047648219998639,0.958,0.9597,0.9417,0.9495,1224,0.0027,0,2,17,30,-0.0088726513569936,0.0017745302713987,0.0082828926409684
42209.46,42245.26,42073.67,42122.6,2929,9.5,0,2,18,0,-0.0020578325332757,0.0008481511016725,0.0011629601125834,2922.55,2931.49,2911.22,2915.79,6523,4.2,0,2,18,0,-0.0023130485363809,0.0030589724726692,0.0015697886109604,490.48,491.29,488.32,489.09,1101,4.05,0,2,18,0,-0.0028339585711956,0.0016514434839341,0.0015768348623852,147.64,148.23,147.13,147.29,814,3.0,0,2,18,0,-0.0023706312652397,0.0039962069899756,0.0010874736627472,0.9495,0.954,0.9427,0.9437,1021,0.0027,0,2,18,0,-0.0061084781463928,0.0047393364928909,0.001060782857749
42122.6,42145.01,41590.83,41673.18,5262,9.5,0,2,18,30,-0.010669331902589,0.0005320184414068,0.001980003765253,2915.79,2917.49,2847.44,2857.39,7584,4.2,0,2,18,30,-0.0200288772511052,0.0005830323857341,0.00349436686989,489.09,489.24,480.33,481.68,2215,4.05,0,2,18,30,-0.0151505857817578,0.0003066920198737,0.0028105677346824,147.29,147.34,145.15,145.64,1536,3.0,0,2,18,30,-0.0112023898431665,0.0003394663588839,0.0033758181191869,0.9437,0.9445,0.9304,0.9358,1542,0.0028,0,2,18,30,-0.0083713044399703,0.0008477270318957,0.0058039552880481
41673.18,41807.92,41428.66,41508.01,5140,9.5,0,2,19,0,-0.0039634604318652,0.0032332545776443,0.0019153407327197,2857.39,2869.55,2833.87,2846.66,7417,4.2,0,2,19,0,-0.0037551751773471,0.0042556318878418,0.0045132627819906,481.68,484.15,480.36,482.77,1668,4.05,0,2,19,0,0.0022629131373525,0.0028585040495473,0.0027479390457156,145.64,146.26,144.63,145.26,1445,3.0,0,2,19,0,-0.0026091733040373,0.004257072232903,0.0043559427504666,0.9358,0.9402,0.9302,0.9338,1569,0.0026,0,2,19,0,-0.0021372088053002,0.0047018593716606,0.0038701354547408
41525.76,41605.43,41397.53,41487.51,3884,9.5,0,2,19,30,-0.000921114989828,0.0019185681369828,0.0021735596302485,2846.68,2855.34,2836.85,2841.46,7176,4.2,0,2,19,30,-0.0018337150645663,0.003042140317844,0.0016250418598093,482.78,484.65,481.22,483.05,1456,4.05,0,2,19,30,0.0005592609470152,0.0033122865127832,0.0032417605253313,145.25,145.69,144.67,145.3,1323,3.0,0,2,19,30,0.0003442340791739,0.0026841018582242,0.0040091242137278,0.9338,0.9358,0.9289,0.9315,801,0.0025,0,2,19,30,-0.002463054187192,0.0021417862497322,0.0027990095812251
41487.66,41565.26,41415.41,41511.01,3891,9.5,0,2,20,0,0.0005628179559897,0.0013068821982409,0.0017445197331138,2842.13,2849.03,2829.3,2844.34,6593,4.01,0,2,20,0,0.0007775858247159,0.0016488886701308,0.0045346905595023,482.26,483.32,480.22,482.03,1246,4.05,0,2,20,0,-0.0004769211628582,0.0021979844896943,0.003769105826496,145.3,145.51,144.73,145.34,1042,3.0,0,2,20,0,0.0002752924982793,0.0011696711160037,0.0039383679955781,0.9312,0.934,0.929,0.9334,535,0.0027,0,2,20,0,0.0023625429553264,0.0006428112277694,0.0023681377825618
41511.01,41552.51,41183.31,41201.49,3289,9.5,0,2,20,30,-0.0074563350783323,0.0009997347691612,0.0004414409623704,2844.34,2845.03,2808.91,2811.89,6660,4.05,0,2,20,30,-0.0114086220353404,0.0002425870324926,0.0010609097479093,482.05,482.27,476.0,476.63,1354,4.15,0,2,20,30,-0.0112436469245929,0.000456384192511,0.0013235294117646,145.35,145.36,143.69,143.85,1595,3.0,0,2,20,30,-0.0103199174406604,6.879944960453614e-05,0.0011135082469204,0.9334,0.9334,0.9189,0.9196,868,0.0026,0,2,20,30,-0.0147846582386972,0.0,0.0007617803895961
41201.49,41468.77,41031.66,41335.44,5091,9.5,0,2,21,0,0.0032510960161878,0.00322556140687,0.004138999007108,2811.89,2831.27,2798.93,2817.0,7479,4.2,0,2,21,0,0.0018172830373877,0.0050656727014554,0.0046303408802649,476.63,480.2,475.33,478.44,1951,4.05,0,2,21,0,0.003797494912196,0.0036786221887801,0.0027349420402667,143.85,144.77,143.64,143.89,1555,3.0,0,2,21,0,0.000278067431352,0.0061157828897075,0.0014619883040936,0.9196,0.9278,0.9173,0.9235,1128,0.0028,0,2,21,0,0.0042409743366681,0.004656199242014,0.0025073585522729
41335.44,41354.26,41145.48,41289.89,4081,9.5,0,2,21,30,-0.0011019599646212,0.0004552993750641,0.003509741531755,2817.0,2825.76,2809.1,2816.18,6673,4.2,0,2,21,30,-0.0002910898118566,0.0031096911608094,0.0025203801929443,478.45,479.21,475.7,477.91,1343,4.05,0,2,21,30,-0.0011286445814608,0.0015884627442783,0.0046457851587135,143.89,144.09,143.13,143.48,576,3.0,0,2,21,30,-0.0028493988463409,0.0013899506567518,0.0024453294208062,0.9236,0.9254,0.9167,0.9198,805,0.0026,0,2,21,30,-0.0041143352100476,0.001948895625812,0.0033816952110832
41290.39,41513.65,41159.42,41318.69,4390,9.5,0,2,22,0,0.0006853895058875,0.004718445817135,0.0031820176280424,2816.19,2829.08,2804.38,2817.66,6701,4.2,0,2,22,0,0.0005219818265102,0.0040530085248042,0.0042112695141171,477.91,478.65,475.18,476.92,1467,4.09,0,2,22,0,-0.0020715197422108,0.0015484086961979,0.0036617702765268,143.49,144.3,143.19,143.81,573,3.0,0,2,22,0,0.002230120565893,0.0034072734858494,0.0020951183741882,0.9198,0.9241,0.9151,0.922,805,0.0027,0,2,22,0,0.0023918243096326,0.0022776572668112,0.0051360507048409
41317.69,41332.51,41124.73,41197.26,3259,9.5,0,2,22,30,-0.0029147321643586,0.0003586841374723,0.0017636589954511,2817.66,2820.11,2801.35,2807.15,6897,4.2,0,2,22,30,-0.0037300454987471,0.0008695158393845,0.0020704303282346,476.92,476.97,473.04,474.11,1396,4.05,0,2,22,30,-0.0058919734966032,0.0001048393860605,0.0022619651615085,143.8,143.8,142.8,143.1,765,3.0,0,2,22,30,-0.0048678720445063,0.0,0.0021008403361343,0.922,0.922,0.9144,0.9167,736,0.0027,0,2,22,30,-0.0057483731019523,0.0,0.0025153105861766
